WD,JD,new
29.25095966,123.11359990000001,"123.11359990000001,29.25095966"
29.25973096,123.13091010000001,"123.13091010000001,29.25973096"
29.26850226,123.14861880000001,"123.14861880000001,29.26850226"
29.27727356,123.1667189,"123.1667189,29.27727356"
29.28604486,123.18520249999999,"123.18520249999999,29.28604486"
29.29481616,123.20406080000001,"123.20406080000001,29.29481616"
29.30358746,123.22328429999999,"123.22328429999999,29.30358746"
29.31235876,123.2428625,"123.2428625,29.31235876"
29.32113006,123.26278390000002,"123.26278390000002,29.32113006"
29.32990136,123.28303659999999,"123.28303659999999,29.32990136"
29.33867266,123.30360729999998,"123.30360729999998,29.33867266"
29.34744395,123.32448219999999,"123.32448219999999,29.34744395"
29.35621525,123.34564679999998,"123.34564679999998,29.35621525"
29.36498655,123.3670855,"123.3670855,29.36498655"
29.37375785,123.3887821,"123.3887821,29.37375785"
29.38252915,123.4107196,"123.4107196,29.38252915"
29.39130045,123.43288030000001,"123.43288030000001,29.39130045"
29.40007175,123.45524579999999,"123.45524579999999,29.40007175"
29.40884305,123.4777969,"123.4777969,29.40884305"
29.41761435,123.50051380000001,"123.50051380000001,29.41761435"
29.42638565,123.5233761,"123.5233761,29.42638565"
29.43515695,123.5463628,"123.5463628,29.43515695"
29.44392825,123.56945220000001,"123.56945220000001,29.44392825"
29.45269955,123.5926223,"123.5926223,29.45269955"
29.46147085,123.6158503,"123.6158503,29.46147085"
29.47024215,123.6391132,"123.6391132,29.47024215"
29.47901345,123.66238729999999,"123.66238729999999,29.47901345"
29.48778475,123.6856487,"123.6856487,29.48778475"
29.49655605,123.708873,"123.708873,29.49655605"
29.50532734,123.73203570000001,"123.73203570000001,29.50532734"
29.51409864,123.75511170000001,"123.75511170000001,29.51409864"
29.52286994,123.778076,"123.778076,29.52286994"
29.53164124,123.800903,"123.800903,29.53164124"
29.54041254,123.8235673,"123.8235673,29.54041254"
29.54918384,123.8460432,"123.8460432,29.54918384"
29.55795514,123.8683051,"123.8683051,29.55795514"
29.56672644,123.8903271,"123.8903271,29.56672644"
29.57549774,123.91208359999999,"123.91208359999999,29.57549774"
29.58426904,123.9335489,"123.9335489,29.58426904"
29.59304034,123.95469750000001,"123.95469750000001,29.59304034"
29.60181164,123.9755039,"123.9755039,29.60181164"
29.61058294,123.99594309999999,"123.99594309999999,29.61058294"
29.61935424,124.0159902,"124.0159902,29.61935424"
29.62812554,124.03562040000001,"124.03562040000001,29.62812554"
29.63689684,124.05480940000001,"124.05480940000001,29.63689684"
29.64566814,124.0735335,"124.0735335,29.64566814"
29.65443944,124.0917692,"124.0917692,29.65443944"
29.66321073,124.10949340000002,"124.10949340000002,29.66321073"
29.67198203,124.1266837,"124.1266837,29.67198203"
29.68075333,124.14331809999999,"124.14331809999999,29.68075333"
29.68952463,124.1593755,"124.1593755,29.68952463"
29.69829593,124.17483519999999,"124.17483519999999,29.69829593"
29.70706723,124.1896771,"124.1896771,29.70706723"
29.71583853,124.2038822,"124.2038822,29.71583853"
29.72460983,124.2174318,"124.2174318,29.72460983"
29.73338113,124.23030849999999,"124.23030849999999,29.73338113"
29.74215243,124.24249540000001,"124.24249540000001,29.74215243"
29.75092373,124.2539765,"124.2539765,29.75092373"
29.75969503,124.26473700000001,"124.26473700000001,29.75969503"
29.76846633,124.27476259999999,"124.27476259999999,29.76846633"
29.77723763,124.28404040000001,"124.28404040000001,29.77723763"
29.78600893,124.29255819999999,"124.29255819999999,29.78600893"
29.79478023,124.3003051,"124.3003051,29.79478023"
29.80355153,124.307271,"124.307271,29.80355153"
29.81232282,124.31344709999999,"124.31344709999999,29.81232282"
29.82109412,124.31882549999999,"124.31882549999999,29.82109412"
29.82986542,124.3233997,"124.3233997,29.82986542"
29.83863672,124.32716409999998,"124.32716409999998,29.83863672"
29.84740802,124.33011440000001,"124.33011440000001,29.84740802"
29.85617932,124.33224740000001,"124.33224740000001,29.85617932"
29.86495062,124.33356119999999,"124.33356119999999,29.86495062"
29.87372192,124.3340551,"124.3340551,29.87372192"
29.88249322,124.3337294,"124.3337294,29.88249322"
29.89126452,124.33258590000001,"124.33258590000001,29.89126452"
29.90003582,124.3306274,"124.3306274,29.90003582"
